,Date,MinTemp,MaxTemp,Rainfall
666,2010-09-28,5.4,14.6,0.0
667,2010-09-29,3.7,14.3,0.0
668,2010-09-30,-0.1,14.6,0.0
669,2010-10-01,4.1,17.4,0.0
670,2010-10-02,4.8,21.1,0.0
671,2010-10-03,7.4,23.0,0.0
672,2010-10-04,8.2,23.2,0.0
673,2010-10-05,10.1,25.9,0.0
674,2010-10-06,11.1,24.9,0.0
675,2010-10-07,7.3,15.9,10.0
676,2010-10-08,4.2,19.0,0.0
677,2010-10-09,5.4,20.8,0.0
678,2010-10-10,8.2,23.2,0.0
679,2010-10-11,7.6,23.7,0.0
680,2010-10-12,14.5,19.9,0.8
681,2010-10-13,14.7,18.0,11.4
682,2010-10-14,12.7,19.1,19.0
683,2010-10-15,13.8,18.6,22.2
684,2010-10-16,4.8,12.8,32.8
685,2010-10-17,6.3,15.4,0.0
686,2010-10-18,9.2,17.4,0.0
687,2010-10-19,4.8,19.0,0.0
688,2010-10-20,5.7,21.8,0.0
689,2010-10-21,8.0,23.3,0.0
690,2010-10-22,9.5,25.8,0.0
691,2010-10-23,14.8,19.0,0.4
692,2010-10-24,8.2,22.2,2.4
693,2010-10-25,10.9,22.2,0.0
694,2010-10-26,8.8,23.5,0.0
695,2010-10-27,10.2,22.3,1.6
696,2010-10-28,8.8,23.6,0.0
697,2010-10-29,10.3,25.6,0.0
698,2010-10-30,16.0,19.5,3.4
699,2010-10-31,13.8,18.7,50.8
700,2010-11-01,10.2,18.9,1.2
701,2010-11-02,7.1,20.3,0.0
702,2010-11-03,10.7,18.0,0.0
703,2010-11-04,10.1,18.8,0.0
704,2010-11-05,11.1,21.0,0.0
705,2010-11-06,7.5,22.9,0.0
706,2010-11-07,9.3,24.5,0.0
707,2010-11-08,14.7,24.7,2.2
708,2010-11-09,11.6,27.7,0.0
709,2010-11-10,15.5,29.0,0.0
710,2010-11-11,15.2,30.5,0.6
711,2010-11-12,17.5,31.3,0.0
712,2010-11-13,21.1,26.9,0.0
713,2010-11-14,19.2,22.6,52.6
714,2010-11-15,15.9,23.1,2.4
715,2010-11-16,11.4,20.8,0.0
716,2010-11-17,8.8,23.3,0.0
717,2010-11-18,9.1,24.8,0.0
718,2010-11-19,12.1,25.5,0.0
719,2010-11-20,12.0,27.3,0.0
720,2010-11-21,12.7,29.7,0.0
721,2010-11-22,14.7,29.9,0.0
722,2010-11-23,14.8,29.4,0.0
723,2010-11-24,18.1,30.1,0.0
724,2010-11-25,18.9,27.6,0.0
725,2010-11-26,17.9,24.2,4.0
726,2010-11-27,14.8,27.6,19.2
727,2010-11-28,17.8,21.4,18.8
728,2010-11-29,13.6,22.6,14.8
729,2010-11-30,14.4,23.3,1.6
730,2010-12-01,16.7,23.9,12.0
731,2010-12-02,16.1,26.6,0.6
732,2010-12-03,15.7,27.3,18.4
733,2010-12-04,17.3,29.9,1.2
734,2010-12-05,16.6,31.6,0.0
735,2010-12-06,18.9,30.4,0.0
736,2010-12-07,21.3,29.8,0.0
737,2010-12-08,20.3,29.7,3.2
738,2010-12-09,18.0,26.7,25.6
739,2010-12-10,16.7,22.5,0.0
740,2010-12-11,11.2,24.3,0.0
741,2010-12-12,15.0,22.2,0.0
742,2010-12-13,10.5,26.2,0.0
743,2010-12-14,13.7,28.8,0.0
744,2010-12-15,16.1,31.1,0.0
745,2010-12-16,15.1,25.6,0.4
746,2010-12-17,10.3,25.9,0.0
747,2010-12-18,14.0,20.8,1.0
748,2010-12-19,10.4,18.0,3.0
749,2010-12-20,8.6,20.5,6.2
750,2010-12-21,9.9,21.2,1.6
751,2010-12-22,9.4,25.9,0.0
752,2010-12-23,12.3,29.2,0.0
753,2010-12-24,13.9,30.8,0.0
754,2010-12-25,19.3,29.1,0.0
755,2010-12-26,17.5,30.0,1.0
756,2010-12-27,11.3,22.2,0.0
757,2010-12-28,9.1,26.7,0.0
758,2010-12-29,13.5,31.0,0.0
759,2010-12-30,14.8,34.0,0.0
760,2010-12-31,15.7,38.1,0.0
761,2011-01-01,23.2,35.8,0.0
762,2011-01-02,20.1,31.1,0.6
763,2011-01-03,13.6,29.4,0.0
764,2011-01-04,13.9,29.2,0.0
765,2011-01-05,16.0,28.9,0.0
766,2011-01-06,16.5,31.6,0.0
767,2011-01-07,16.1,30.7,0.0
768,2011-01-08,17.8,32.0,0.0
769,2011-01-09,20.1,33.0,0.0
770,2011-01-10,20.1,32.0,35.0
771,2011-01-11,21.6,26.4,1.4
772,2011-01-12,21.5,28.9,5.0
773,2011-01-13,22.1,30.6,14.2
774,2011-01-14,24.0,25.5,2.4
775,2011-01-15,19.9,31.4,13.8
776,2011-01-16,18.5,33.7,0.0
777,2011-01-17,19.8,26.9,0.0
778,2011-01-18,12.9,27.2,0.0
779,2011-01-19,12.9,29.3,0.0
780,2011-01-20,16.1,31.9,0.0
781,2011-01-21,17.8,32.5,0.0
782,2011-01-22,19.8,34.6,0.0
783,2011-01-23,20.7,31.4,0.0
784,2011-01-24,19.8,30.6,0.0
785,2011-01-25,14.9,32.0,0.0
786,2011-01-26,21.1,34.4,0.0
787,2011-01-27,14.3,31.6,0.0
788,2011-01-28,12.6,32.3,0.0
789,2011-01-29,14.5,32.0,0.0
790,2011-01-30,16.7,35.4,0.0
791,2011-01-31,19.9,38.2,0.0
792,2011-02-01,20.5,39.8,0.0
793,2011-02-02,21.9,33.7,0.0
794,2011-02-03,21.9,36.0,3.4
795,2011-02-04,22.5,28.2,2.6
796,2011-02-05,20.4,23.0,99.2
797,2011-02-06,14.7,21.5,51.0
798,2011-02-07,10.8,25.5,0.0
799,2011-02-08,13.4,27.3,0.0
800,2011-02-09,15.0,29.4,0.0
801,2011-02-10,17.0,29.7,0.0
802,2011-02-11,19.8,24.8,39.8
803,2011-02-12,18.7,28.5,28.2
804,2011-02-13,15.1,28.6,0.0
805,2011-02-14,14.5,29.2,0.0
806,2011-02-15,16.4,28.0,0.0
807,2011-02-16,18.9,22.0,0.2
808,2011-02-17,18.9,29.2,5.8
809,2011-02-18,19.3,30.7,0.0
810,2011-02-19,21.7,29.0,12.2
811,2011-02-20,16.7,25.7,12.8
812,2011-02-21,10.1,22.5,0.0
813,2011-02-22,12.3,25.2,0.0
814,2011-02-23,12.6,28.0,0.2
815,2011-02-24,13.9,29.2,0.0
816,2011-02-25,16.5,29.8,0.0
817,2011-02-26,15.6,30.9,0.0
818,2011-02-27,19.6,24.8,0.2
819,2011-02-28,17.9,30.0,11.8
820,2011-03-01,16.0,22.8,0.0
821,2011-03-02,8.8,23.4,0.0
822,2011-03-03,8.4,22.3,0.0
823,2011-03-04,8.6,22.1,0.0
824,2011-03-05,11.5,25.0,0.0
825,2011-03-06,9.6,25.3,0.0
826,2011-03-07,10.6,26.6,0.0
827,2011-03-08,11.4,28.7,0.0
828,2011-03-09,16.8,27.0,0.0
829,2011-03-10,18.7,20.8,13.4
830,2011-03-11,16.8,27.0,10.2
831,2011-03-12,17.2,28.2,0.6
832,2011-03-13,19.6,29.3,0.6
833,2011-03-14,18.2,26.9,19.8
834,2011-03-15,16.3,28.4,0.2
835,2011-03-16,17.1,28.2,0.4
836,2011-03-17,12.1,25.9,0.2
837,2011-03-18,12.8,26.3,0.0
838,2011-03-19,13.3,27.4,0.0
839,2011-03-20,13.9,28.1,0.0
840,2011-03-21,18.2,25.9,0.0
841,2011-03-22,18.6,26.8,0.0
842,2011-03-23,16.3,20.1,0.0
843,2011-03-24,13.9,22.0,8.0
844,2011-03-25,13.3,22.1,0.0
845,2011-03-26,9.6,24.2,0.0
846,2011-03-27,9.8,23.0,0.0
847,2011-03-28,10.2,24.7,0.0
848,2011-03-29,11.5,25.7,0.0
849,2011-03-30,12.3,25.8,0.0
850,2011-03-31,7.2,22.1,0.2
851,2011-05-01,8.7,20.4,0.0
852,2011-05-02,12.3,22.3,0.0
853,2011-05-03,9.0,21.9,0.0
854,2011-05-04,6.7,19.0,0.6
855,2011-05-05,4.4,18.1,0.2
856,2011-05-06,2.8,16.8,0.0
857,2011-05-07,3.4,15.9,0.0
858,2011-05-08,2.1,16.8,0.0
859,2011-05-09,3.8,16.1,0.0
860,2011-05-10,1.1,15.2,0.0
861,2011-05-11,3.0,11.0,3.6
862,2011-05-12,0.2,10.1,0.4
863,2011-05-13,3.8,14.1,5.0
864,2011-05-14,3.8,14.3,1.8
865,2011-05-15,-0.7,13.7,0.0
866,2011-05-16,0.8,11.2,0.0
867,2011-05-17,0.5,15.8,0.0
868,2011-05-18,2.3,17.9,0.0
869,2011-05-19,2.7,16.0,0.0
870,2011-05-20,4.5,18.6,0.0
871,2011-05-21,3.3,20.5,0.0
872,2011-05-22,5.8,22.0,0.0
873,2011-05-23,10.2,15.0,17.4
874,2011-05-24,8.9,15.6,3.6
875,2011-05-25,3.1,14.7,0.0
876,2011-05-26,1.3,14.9,0.0
877,2011-05-27,1.9,13.8,0.0
878,2011-05-28,2.6,13.9,0.0
879,2011-05-29,2.5,14.8,0.0
880,2011-05-30,3.6,15.9,0.0
881,2011-05-31,2.8,19.4,0.0
882,2011-06-01,3.1,19.8,0.0
883,2011-06-02,2.9,17.6,0.0
884,2011-06-03,4.3,18.3,0.0
885,2011-06-04,8.5,14.8,8.8
886,2011-06-05,2.2,12.0,0.0
887,2011-06-06,4.9,12.8,2.0
888,2011-06-07,-0.5,9.8,0.0
889,2011-06-08,1.5,10.2,2.6
890,2011-06-09,2.9,14.6,0.0
891,2011-06-10,-1.1,14.0,0.0
892,2011-06-11,-1.4,13.9,0.0
893,2011-06-12,1.0,16.1,0.2
894,2011-06-13,-0.3,15.9,0.0
895,2011-06-14,1.7,16.7,0.0
896,2011-06-15,0.5,16.9,0.0
897,2011-06-16,1.0,16.1,0.0
898,2011-06-17,3.0,12.6,1.0
899,2011-06-18,5.7,12.5,0.2
900,2011-06-19,3.3,11.8,0.0
901,2011-06-20,7.6,14.6,3.6
902,2011-06-21,6.6,11.6,10.6
903,2011-06-22,5.9,11.1,0.6
904,2011-06-23,6.2,14.2,3.4
905,2011-06-24,2.9,13.1,0.0
906,2011-06-25,5.5,15.5,0.4
907,2011-06-26,3.2,15.7,0.0
908,2011-06-27,0.9,16.4,0.0
909,2011-06-28,-0.2,15.2,0.0
910,2011-06-29,0.9,16.6,0.0
911,2011-06-30,0.3,15.2,0.0
912,2011-07-01,0.3,14.1,0.0
913,2011-07-02,0.2,15.2,0.0
914,2011-07-03,2.9,14.8,0.0
915,2011-07-04,6.3,14.8,15.4
916,2011-07-05,6.9,11.2,3.8
917,2011-07-06,7.0,10.8,1.2
918,2011-07-07,6.8,11.2,4.4
919,2011-07-08,-0.5,8.3,0.0
920,2011-07-09,4.3,9.2,4.2
921,2011-07-10,6.4,11.0,0.0
922,2011-07-11,4.7,11.8,6.6
923,2011-07-12,5.7,10.5,0.0
924,2011-07-13,7.1,9.8,0.0
925,2011-07-14,-0.3,12.6,4.0
926,2011-07-15,-1.6,12.1,0.0
927,2011-07-16,0.2,14.1,0.0
928,2011-07-17,5.3,11.1,0.0
929,2011-07-18,8.4,11.0,8.8
930,2011-07-19,0.4,14.5,1.8
931,2011-07-20,0.3,16.7,0.2
932,2011-07-21,3.5,17.2,0.0
933,2011-07-22,6.9,15.6,0.0
934,2011-07-23,0.1,14.6,0.0
935,2011-07-24,1.6,9.3,0.2
936,2011-07-25,5.5,13.2,16.2
937,2011-07-26,4.1,14.1,2.2
938,2011-07-27,0.5,14.5,0.0
939,2011-07-28,0.2,13.1,0.0
940,2011-07-29,-1.4,14.7,0.0
941,2011-07-30,0.6,16.1,0.2
942,2011-07-31,4.9,14.7,1.0
943,2011-08-01,3.4,19.0,0.0
944,2011-08-02,6.5,20.6,0.0
945,2011-08-03,3.9,21.5,0.2
946,2011-08-04,7.1,22.9,0.0
947,2011-08-05,5.6,20.7,0.0
948,2011-08-06,9.9,12.9,14.6
949,2011-08-07,5.3,11.1,4.2
950,2011-08-08,7.1,12.3,8.2
951,2011-08-09,3.1,10.1,1.2
952,2011-08-10,6.3,10.9,3.6
953,2011-08-11,3.4,16.8,2.8
954,2011-08-12,1.6,16.3,0.0
955,2011-08-13,0.7,13.4,0.0
956,2011-08-14,4.3,17.3,0.0
957,2011-08-15,3.9,13.8,1.2
958,2011-08-16,9.0,19.4,0.2
959,2011-08-17,7.1,12.6,5.6
960,2011-08-18,7.4,10.8,30.8
961,2011-08-19,6.9,19.3,0.8
962,2011-08-20,3.2,17.3,0.0
963,2011-08-21,2.1,18.0,0.0
964,2011-08-22,1.8,17.7,0.0
965,2011-08-23,2.5,16.9,0.0
966,2011-08-24,2.4,17.5,0.0
967,2011-08-25,2.5,20.7,0.0
968,2011-08-26,1.9,16.6,0.0
969,2011-08-27,0.8,16.8,0.0
970,2011-08-28,0.4,16.2,0.0
971,2011-08-29,1.4,15.9,0.0
972,2011-08-30,0.6,15.7,0.0
973,2011-08-31,0.4,15.8,0.0
974,2011-09-01,2.6,18.3,0.0
975,2011-09-02,2.8,20.4,0.0
976,2011-09-03,2.6,19.6,0.0
977,2011-09-04,6.5,16.8,0.0
978,2011-09-05,4.8,21.4,3.2
979,2011-09-06,10.8,18.8,5.0
980,2011-09-07,-0.1,14.4,1.0
981,2011-09-08,0.4,15.9,0.0
982,2011-09-09,2.7,14.0,0.0
983,2011-09-10,4.0,,0.2
984,2011-09-11,,,
985,2011-09-12,,,
986,2011-09-13,,15.8,
987,2011-09-14,0.9,20.8,
988,2011-09-15,1.7,17.2,0.0
989,2011-09-16,4.4,20.8,0.0
990,2011-09-17,3.7,21.7,0.0
991,2011-09-18,5.5,23.9,0.0
992,2011-09-19,5.3,26.7,0.0
993,2011-09-20,10.1,13.6,1.0
994,2011-09-21,1.7,18.2,3.6
995,2011-09-22,4.4,22.1,0.0
996,2011-09-23,10.0,18.4,0.0
997,2011-09-24,1.9,18.3,0.0
998,2011-09-25,8.6,19.8,1.0
999,2011-09-26,3.1,19.6,0.0
1000,2011-09-27,7.0,21.3,0.0
1001,2011-09-28,11.5,19.2,0.6
1002,2011-09-29,10.7,12.3,28.4
1003,2011-09-30,7.5,15.5,8.2
1004,2011-10-01,8.2,13.5,3.8
1005,2011-10-02,4.2,17.6,5.8
1006,2011-10-03,2.9,18.3,0.8
1007,2011-10-04,4.1,19.3,0.0
1008,2011-10-05,5.6,17.8,0.0
1009,2011-10-06,10.2,16.0,0.0
1010,2011-10-07,11.1,21.4,4.2
1011,2011-10-08,8.7,21.8,0.0
1012,2011-10-09,10.7,18.6,0.0
1013,2011-10-10,3.2,14.4,2.0
1014,2011-10-11,5.9,16.7,
1015,2011-10-12,2.6,20.3,0.0
1016,2011-10-13,5.3,23.2,0.0
1017,2011-10-14,10.0,24.3,0.0
1018,2011-10-15,10.3,25.5,0.0
1019,2011-10-16,9.1,18.7,0.0
1020,2011-10-17,4.3,20.3,0.0
1021,2011-10-18,5.2,23.7,0.0
1022,2011-10-19,5.7,25.7,0.0
1023,2011-10-20,8.3,28.0,0.0
1024,2011-10-21,11.3,24.7,0.0
1025,2011-10-22,13.3,25.9,0.0
1026,2011-10-23,11.7,30.9,0.0
1027,2011-10-24,18.0,28.4,0.0
1028,2011-10-25,11.9,20.6,12.2
1029,2011-10-26,11.7,23.3,0.0
1030,2011-10-27,8.8,23.8,0.0
1031,2011-10-28,12.4,25.9,0.0
1032,2011-10-29,16.7,25.0,1.2
1033,2011-10-30,9.9,20.1,0.0
1034,2011-10-31,6.4,23.1,0.0
1035,2011-11-01,9.3,24.8,0.0
1036,2011-11-02,11.4,22.2,0.0
1037,2011-11-03,9.3,22.3,0.0
1038,2011-11-04,8.1,26.6,0.0
1039,2011-11-05,9.8,29.6,0.0
1040,2011-11-06,13.8,32.9,0.0
1041,2011-11-07,15.8,28.5,5.4
1042,2011-11-08,16.7,30.1,0.0
1043,2011-11-09,15.7,31.2,0.0
1044,2011-11-10,13.9,22.8,34.8
1045,2011-11-11,9.6,25.3,0.0
1046,2011-11-12,12.5,27.0,0.0
1047,2011-11-13,13.0,28.3,0.0
1048,2011-11-14,16.1,28.3,0.0
1049,2011-11-15,11.9,29.3,0.0
1050,2011-11-16,16.0,22.0,0.0
1051,2011-11-17,12.8,27.5,0.2
1052,2011-11-18,15.1,31.9,0.0
1053,2011-11-19,19.9,29.6,0.0
1054,2011-11-20,17.4,22.8,0.0
1055,2011-11-21,8.1,23.5,0.0
1056,2011-11-22,11.9,22.7,2.6
1057,2011-11-23,10.0,24.4,0.0
1058,2011-11-24,10.8,26.0,0.0
1059,2011-11-25,15.0,20.0,11.0
1060,2011-11-26,15.0,25.0,44.0
1061,2011-11-27,15.0,27.0,14.0
1062,2011-11-28,12.0,31.5,0.0
1063,2011-11-29,18.4,35.9,0.0
1064,2011-11-30,19.2,21.6,16.6
1065,2011-12-01,7.2,22.9,2.8
1066,2011-12-02,10.6,23.6,0.0
1067,2011-12-03,10.2,27.1,0.0
1068,2011-12-04,9.7,22.9,0.0
1069,2011-12-05,9.6,22.5,0.0
1070,2011-12-06,8.5,25.0,0.0
1071,2011-12-07,12.6,26.6,0.0
1072,2011-12-08,15.0,29.0,0.0
1073,2011-12-09,13.6,29.1,0.0
1074,2011-12-10,17.8,25.1,0.0
1075,2011-12-11,15.8,28.3,12.2
1076,2011-12-12,10.9,26.7,0.0
1077,2011-12-13,12.6,24.6,0.0
1078,2011-12-14,11.0,25.0,0.0
1079,2011-12-15,11.7,27.7,0.0
1080,2011-12-16,14.2,28.9,0.0
1081,2011-12-17,14.0,30.7,0.0
1082,2011-12-18,19.3,25.6,0.0
1083,2011-12-19,18.7,27.8,3.6
1084,2011-12-20,13.4,29.9,0.0
1085,2011-12-21,18.6,28.5,0.0
1086,2011-12-22,16.4,29.6,0.6
1087,2011-12-23,15.2,31.3,0.0
1088,2011-12-24,16.0,33.1,0.0
1089,2011-12-25,17.4,26.6,5.2
1090,2011-12-26,17.0,29.4,9.0
1091,2011-12-27,15.0,29.0,0.0
1092,2011-12-28,15.2,29.4,0.0
1093,2011-12-29,13.8,29.7,0.0
1094,2011-12-30,15.0,30.4,0.0
1095,2011-12-31,15.8,31.8,0.0
1096,2012-01-01,15.7,34.9,0.0
1097,2012-01-02,17.8,36.0,0.0
1098,2012-01-03,19.7,38.9,0.0
1099,2012-01-04,20.5,32.5,0.0
1100,2012-01-05,13.3,30.6,0.4
1101,2012-01-06,12.6,29.2,0.0
1102,2012-01-07,11.7,33.4,0.0
1103,2012-01-08,19.1,26.1,5.6
1104,2012-01-09,12.7,24.6,3.8
1105,2012-01-10,10.8,24.8,0.0
1106,2012-01-11,12.0,19.5,0.4
1107,2012-01-12,6.2,25.0,1.2
1108,2012-01-13,9.9,28.3,0.0
1109,2012-01-14,13.3,29.4,0.0
1110,2012-01-15,15.1,31.0,0.0
1111,2012-01-16,16.5,31.6,0.0
1112,2012-01-17,18.9,33.4,0.0
1113,2012-01-18,16.1,30.7,0.0
1114,2012-01-19,17.8,36.1,0.4
1115,2012-01-20,20.1,36.2,0.0
1116,2012-01-21,18.5,35.3,0.0
1117,2012-01-22,20.9,33.0,0.0
1118,2012-01-23,14.0,32.1,0.0
1119,2012-01-24,16.3,32.8,0.0
1120,2012-01-25,17.8,35.5,0.0
1121,2012-01-26,17.5,36.4,0.0
1122,2012-01-27,19.9,35.4,0.0
1123,2012-01-28,19.9,34.5,0.0
1124,2012-01-29,20.0,36.0,0.0
1125,2012-01-30,20.8,29.1,26.8
1126,2012-01-31,15.1,27.9,9.0
1127,2012-02-01,14.9,28.5,0.0
1128,2012-02-02,15.2,29.4,0.0
1129,2012-02-03,17.0,29.8,0.0
1130,2012-02-04,15.5,32.5,0.0
1131,2012-02-05,16.0,33.5,0.0
1132,2012-02-06,11.1,25.6,1.4
1133,2012-02-07,10.9,28.1,0.0
1134,2012-02-08,12.0,28.9,0.0
1135,2012-02-09,14.8,24.6,0.0
1136,2012-02-10,13.8,27.4,3.6
1137,2012-02-11,11.5,27.8,0.0
1138,2012-02-12,12.0,29.4,3.2
1139,2012-02-13,13.5,29.7,0.0
1140,2012-02-14,14.7,31.4,0.0
1141,2012-02-15,15.0,31.9,0.0
1142,2012-02-16,16.9,28.3,0.4
1143,2012-02-17,17.6,31.3,0.0
1144,2012-02-18,15.9,31.2,0.0
1145,2012-02-19,19.6,28.0,0.0
1146,2012-02-20,16.1,21.4,0.0
1147,2012-02-21,13.5,28.9,1.4
1148,2012-02-22,14.5,30.5,0.0
1149,2012-02-23,13.7,32.4,0.0
1150,2012-02-24,14.2,34.5,0.0
1151,2012-02-25,15.2,36.1,0.0
1152,2012-02-26,17.6,25.5,1.4
1153,2012-02-27,18.5,28.0,10.6
1154,2012-02-28,18.8,26.6,38.4
1155,2012-02-29,19.5,24.8,0.6
1156,2012-03-01,17.1,20.9,104.2
1157,2012-03-02,17.0,25.8,36.6
1158,2012-03-03,18.8,19.6,0.0
1159,2012-03-04,16.7,24.8,66.0
1160,2012-03-05,11.8,25.1,0.0
1161,2012-03-06,12.4,26.2,0.0
1162,2012-03-07,15.8,23.2,0.0
1163,2012-03-08,15.1,24.1,0.0
1164,2012-03-09,12.1,27.1,0.4
1165,2012-03-10,10.8,25.9,0.0
1166,2012-03-11,10.0,25.8,0.0
1167,2012-03-12,13.1,27.8,0.0
1168,2012-03-13,13.7,29.9,0.0
1169,2012-03-14,15.5,29.3,0.0
1170,2012-03-15,17.2,30.0,9.6
1171,2012-03-16,19.2,20.4,19.2
1172,2012-03-17,12.6,24.4,17.4
1173,2012-03-18,10.4,25.5,0.0
1174,2012-03-19,11.6,26.3,0.0
1175,2012-03-20,12.4,28.4,0.0
1176,2012-03-21,16.5,27.7,0.0
1177,2012-03-22,8.2,22.1,0.0
1178,2012-03-23,11.0,18.3,0.0
1179,2012-03-24,8.9,19.7,0.4
1180,2012-03-25,6.2,21.0,0.0
1181,2012-03-26,7.7,23.0,0.0
1182,2012-03-27,10.6,22.0,0.0
1183,2012-03-28,13.5,23.4,0.0
1184,2012-03-29,9.4,25.4,1.4
1185,2012-03-30,11.0,26.5,0.0
1186,2012-03-31,10.2,27.6,0.0
1187,2012-04-01,12.6,26.3,0.0
1188,2012-04-02,11.1,25.9,0.0
1189,2012-04-03,12.9,29.9,0.0
1190,2012-04-04,13.1,28.1,0.0
1191,2012-04-05,12.7,28.5,0.0
1192,2012-04-06,14.5,28.6,0.0
1193,2012-04-07,10.1,20.4,0.0
1194,2012-04-08,5.4,19.1,0.0
1195,2012-04-09,5.0,18.6,0.0
1196,2012-04-10,1.0,17.5,0.0
1197,2012-04-11,3.0,20.1,0.0
1198,2012-04-12,4.3,21.7,0.0
1199,2012-04-13,4.8,22.7,0.0
1200,2012-04-14,6.7,19.8,0.0
1201,2012-04-15,9.4,25.4,0.0
1202,2012-04-16,8.2,26.2,0.0
1203,2012-04-17,9.9,24.9,0.0
1204,2012-04-18,13.7,26.2,0.0
1205,2012-04-19,16.9,21.4,0.8
1206,2012-04-20,14.6,22.7,34.2
1207,2012-04-21,11.2,25.4,0.0
1208,2012-04-22,14.0,23.0,1.4
1209,2012-04-23,12.2,22.5,8.2
1210,2012-04-24,10.0,14.2,0.8
1211,2012-04-25,7.3,17.0,1.0
1212,2012-04-26,5.0,17.0,0.0
1213,2012-04-27,5.5,19.6,0.0
1214,2012-04-28,5.4,19.6,0.0
1215,2012-04-29,4.6,18.4,0.0
1216,2012-04-30,4.4,19.9,0.0
1217,2012-05-01,6.8,20.7,0.0
1218,2012-05-02,7.6,16.3,0.0
1219,2012-05-03,2.0,14.7,1.6
1220,2012-05-04,3.5,15.7,0.0
1221,2012-05-05,3.2,15.5,0.0
1222,2012-05-06,4.1,13.3,0.0
1223,2012-05-07,4.0,14.5,0.0
1224,2012-05-08,5.5,20.3,0.0
1225,2012-05-09,7.2,17.0,0.0
1226,2012-05-10,7.5,21.4,0.4
1227,2012-05-11,6.2,19.5,0.0
1228,2012-05-12,1.0,14.7,0.0
1229,2012-05-13,6.4,14.8,0.0
1230,2012-05-14,-0.4,15.5,0.0
1231,2012-05-15,0.4,17.5,0.0
1232,2012-05-16,3.2,17.0,0.0
1233,2012-05-17,2.3,16.7,0.0
1234,2012-05-18,2.3,15.3,0.0
1235,2012-05-19,2.6,17.8,0.0
1236,2012-05-20,1.9,17.2,0.0
1237,2012-05-21,0.9,15.0,0.0
1238,2012-05-22,1.9,15.6,0.0
1239,2012-05-23,4.2,19.9,0.0
1240,2012-05-24,7.8,17.0,0.0
1241,2012-05-25,5.5,9.4,29.4
1242,2012-05-26,6.7,13.2,6.0
1243,2012-05-27,5.7,15.4,0.4
1244,2012-05-28,1.9,15.9,0.2
1245,2012-05-29,1.7,17.4,0.0
1246,2012-05-30,2.1,18.2,0.0
1247,2012-05-31,1.1,16.1,0.0
1248,2012-06-01,3.5,16.3,0.0
1249,2012-06-02,2.2,14.6,0.0
1250,2012-06-03,5.7,13.7,3.6
1251,2012-06-04,4.8,14.5,0.0
1252,2012-06-05,6.2,16.0,6.0
1253,2012-06-06,-1.0,15.1,0.0
1254,2012-06-07,0.1,14.3,0.0
1255,2012-06-08,-0.8,13.9,0.2
1256,2012-06-09,0.0,14.8,0.0
1257,2012-06-10,0.2,15.6,0.0
1258,2012-06-11,-0.3,15.9,0.0
1259,2012-06-12,0.4,16.4,0.2
1260,2012-06-13,0.2,15.2,0.0
1261,2012-06-14,2.3,16.7,0.0
1262,2012-06-15,7.3,15.6,0.0
1263,2012-06-16,1.4,10.3,0.0
1264,2012-06-17,4.4,11.6,0.0
1265,2012-06-18,1.3,12.7,0.0
1266,2012-06-19,5.6,14.2,2.8
1267,2012-06-20,-1.3,11.7,0.0
1268,2012-06-21,3.0,13.8,0.6
1269,2012-06-22,7.5,9.7,5.2
1270,2012-06-23,-1.7,10.6,0.8
1271,2012-06-24,0.2,11.3,0.4
1272,2012-06-25,3.1,13.3,1.4
1273,2012-06-26,2.4,14.3,1.0
1274,2012-06-27,1.8,13.7,0.0
1275,2012-06-28,1.2,12.3,0.0
1276,2012-06-29,5.5,15.5,3.8
1277,2012-06-30,0.6,11.7,4.6
1278,2012-07-01,3.7,9.6,3.8
1279,2012-07-02,6.4,12.3,4.6
1280,2012-07-03,0.3,12.6,0.0
1281,2012-07-04,-0.2,13.9,0.2
1282,2012-07-05,-1.0,14.2,0.2
1283,2012-07-06,-2.0,12.9,0.0
1284,2012-07-07,-2.5,13.3,0.0
1285,2012-07-08,-1.6,13.7,0.2
1286,2012-07-09,0.2,15.1,0.0
1287,2012-07-10,5.2,11.9,2.4
1288,2012-07-11,9.0,14.0,27.2
1289,2012-07-12,3.8,12.6,0.0
1290,2012-07-13,7.1,15.8,15.4
1291,2012-07-14,9.8,14.5,14.2
1292,2012-07-15,6.4,11.3,9.4
1293,2012-07-16,7.2,12.4,2.8
1294,2012-07-17,8.7,15.4,0.4
1295,2012-07-18,7.7,15.3,0.0
1296,2012-07-19,-0.8,12.7,0.6
1297,2012-07-20,2.3,15.3,0.0
1298,2012-07-21,1.4,15.3,0.0
1299,2012-07-22,0.0,15.7,0.2
1300,2012-07-23,-0.1,16.1,0.0
1301,2012-07-24,0.4,13.6,0.0
1302,2012-07-25,2.9,14.6,0.0
1303,2012-07-26,7.0,14.8,2.4
1304,2012-07-27,6.7,11.5,6.2
1305,2012-07-28,4.1,13.2,4.0
1306,2012-07-29,1.1,13.7,1.8
1307,2012-07-30,-0.6,13.1,0.0
1308,2012-07-31,-1.3,13.9,0.0
1309,2012-08-01,-0.5,13.7,0.2
1310,2012-08-02,-1.8,12.1,0.0
1311,2012-08-03,2.5,14.9,0.0
1312,2012-08-04,1.5,14.9,0.0
1313,2012-08-05,3.0,16.6,2.0
1314,2012-08-06,4.1,11.9,1.4
1315,2012-08-07,2.6,13.4,0.0
